RG	ReadsRaw	ReadsFiltered	ReadsLengthfiltered	SpeciesKmers	KmerCoverage	KmerDupRate	ExtractLVL	ReadsExtracted	Order	Family	Species	Reference	ReadsMapped	ProportionMapped	ReadsDeduped	DuplicationRate	CoveredBP	ReadsBedfiltered	PostBedCoveredBP	FamPercentage	Ancientness	ReadsDeam(1term)	ReadsDeam(3term)	Deam5(95ci)	Deam3(95ci)	Deam5Cond(95ci)	Deam3Cond(95ci)	MeanFragmentLength	MeanFragmentLength(3term)	Coverage	Breadth	ExpectedBreadth	ProportionExpectedBreadth
hyaena_1000_human_14	2499632	2499632	2499632	6	0.002475	6.0	f	1065	Primates	Pitheciidae	Chiropotes_israelita	best	220	0.2065	69	3.1884	402	69	402	0.15	-	5	8	17.6 (3.8,43.4)	14.3 (1.8,42.8)	N/A (N/A,N/A)	N/A (N/A,N/A)	42.3	41.6	0.17	0.024	0.143	0.168
hyaena_1000_human_14	2499632	2499632	2499632	6	0.005025	3.17	f	2270	Artiodactyla	Suidae	Sus_scrofa_taivanus	best	1844	0.8123	248	7.4354	795	218	756	0.49	-	15	29	14.0 (6.3,25.8)	15.1 (6.7,27.6)	33.3 (0.8,90.6)	33.3 (0.8,90.6)	45.9	50.7	0.69	0.048	0.457	0.105
hyaena_1000_human_14	2499632	2499632	2499632	62	0.006651	28.6	f	358	Rodentia	Hystricidae	Hystrix_brachyura	best	86	0.2402	49	1.7551	451	49	451	0.11	-	3	7	37.5 (8.5,75.5)	0.0 (0.0,41.0)	N/A (N/A,N/A)	N/A (N/A,N/A)	42.1	41.6	0.12	0.026	0.102	0.261
hyaena_1000_human_14	2499632	2499632	2499632	7	0.0009497	46.1	f	29	Artiodactyla	Balaenidae	Eubalaena_japonica	best	5	0.1724	3	1.6666	72	3	72	0.00	-	1	2	50.0 (1.3,98.7)	N/A (N/A,N/A)	N/A (N/A,N/A)	N/A (N/A,N/A)	35.7	36.0	0.0	0.004	0.005	0.764
hyaena_1000_human_14	2499632	2499632	2499632	7	0.003631	51.9	f	492	Primates	Indriidae	Propithecus_coquereli	best	109	0.2215	37	2.9459	298	37	298	0.08	-	4	9	18.2 (2.3,51.8)	40.0 (5.3,85.3)	N/A (N/A,N/A)	N/A (N/A,N/A)	42.8	42.7	0.09	0.017	0.078	0.221
hyaena_1000_human_14	2499632	2499632	2499632	7372	0.8974	1980.0	f	1500702	Carnivora	Hyaenidae	Crocuta_crocuta	best	1693803	1.1286	31892	53.1105	16699	29830	16121	67.48	++	1784	2867	14.9 (14.0,15.8)	14.6 (13.8,15.6)	12.9 (8.4,18.6)	12.2 (8.0,17.6)	46.5	49.4	87.24	0.974	1.0	0.974
hyaena_1000_human_14	2499632	2499632	2499632	74	0.008211	49.7	f	1421	Carnivora	Procyonidae	Procyon_lotor	best	443	0.3117	151	2.9337	1012	141	938	0.31	-	3	8	6.7 (0.2,31.9)	8.7 (1.1,28.0)	N/A (N/A,N/A)	N/A (N/A,N/A)	45.9	43.1	0.41	0.06	0.307	0.198
hyaena_1000_human_14	2499632	2499632	2499632	86	0.00893	108.0	f	2932	Carnivora	Mephitidae	Mydaus_javanensis	best	1764	0.6016	252	7.0000	1025	249	977	0.56	-	12	26	17.4 (7.8,31.4)	8.2 (2.3,19.6)	N/A (N/A,N/A)	0.0 (0.0,97.5)	47.3	54.2	0.72	0.062	0.473	0.132
hyaena_1000_human_14	2499632	2499632	2499632	9	0.001416	23.8	f	129	Primates	Aotidae	Aotus_azarai	best	23	0.1782	5	4.6000	52	5	52	0.01	-	1	4	100.0 (2.5,100.0)	0.0 (0.0,70.8)	N/A (N/A,N/A)	N/A (N/A,N/A)	40.2	41.5	0.01	0.003	0.01	0.294
hyaena_1000_human_14	2499632	2499632	2499632	9	0.001626	16.3	f	69	Pilosa	Myrmecophagidae	Tamandua_tetradactyla	best	14	0.2028	9	1.5555	175	9	175	0.02	-	0	1	0.0 (0.0,97.5)	0.0 (0.0,97.5)	N/A (N/A,N/A)	N/A (N/A,N/A)	39.2	42.0	0.02	0.01	0.018	0.569
hyaena_1000_human_15	2499633	2499633	2499633	1	0.0001849	113.0	f	34	Artiodactyla	Eschrichtiidae	Eschrichtius_robustus	best	3	0.0882	2	1.5000	36	2	36	0.00	-	0	0	N/A (N/A,N/A)	0.0 (0.0,97.5)	N/A (N/A,N/A)	N/A (N/A,N/A)	35.5	N/A	0.0	0.002	0.003	0.575
hyaena_1000_human_15	2499633	2499633	2499633	107	0.01422	83.0	f	878	Carnivora	Nandiniidae	Nandinia_binotata	best	404	0.4601	143	2.8251	1123	130	983	0.29	-	5	24	13.8 (3.9,31.7)	9.1 (0.2,41.3)	N/A (N/A,N/A)	N/A (N/A,N/A)	43.1	44.5	0.36	0.065	0.276	0.237
hyaena_1000_human_15	2499633	2499633	2499633	11	0.001231	111.0	f	133	Artiodactyla	Lipotidae	Lipotes_vexillifer	best	263	1.9774	40	6.5750	138	36	85	0.08	-	0	1	N/A (N/A,N/A)	0.0 (0.0,52.2)	N/A (N/A,N/A)	N/A (N/A,N/A)	49.5	35.0	0.11	0.008	0.1	0.084
hyaena_1000_human_15	2499633	2499633	2499633	11	0.002834	208.0	f	541	Artiodactyla	Moschidae	Moschus_moschiferus	best	125	0.2310	42	2.9761	392	42	392	0.09	-	0	1	0.0 (0.0,30.8)	0.0 (0.0,41.0)	N/A (N/A,N/A)	N/A (N/A,N/A)	40.3	45.0	0.1	0.023	0.087	0.274
hyaena_1000_human_15	2499633	2499633	2499633	123	0.02032	144.0	f	14875	Carnivora	Viverridae	Genetta_genetta	best	2881	0.1936	735	3.9197	4235	731	4176	1.65	-	40	99	14.2 (9.2,20.5)	11.2 (6.8,17.2)	33.3 (0.8,90.6)	25.0 (0.6,80.6)	44.8	45.1	1.95	0.251	0.821	0.305
hyaena_1000_human_15	2499633	2499633	2499633	13	0.001058	52.3	f	46	Sirenia	Tenrecidae	Echinops_telfairi	best	5	0.1086	4	1.2500	79	4	79	0.00	-	0	0	N/A (N/A,N/A)	N/A (N/A,N/A)	N/A (N/A,N/A)	N/A (N/A,N/A)	36.5	N/A	0.0	0.004	0.007	0.615
hyaena_1000_human_15	2499633	2499633	2499633	13	0.001198	40.7	f	103	Diprotodontia	Tarsipedidae	Tarsipes_rostratus	best	114	1.1067	17	6.7058	111	17	111	0.03	-	1	1	100.0 (2.5,100.0)	0.0 (0.0,70.8)	N/A (N/A,N/A)	0.0 (0.0,97.5)	45.8	46.0	0.04	0.007	0.042	0.164
hyaena_1000_human_15	2499633	2499633	2499633	13	0.001265	85.6	f	99	Sirenia	Dugongidae	Hydrodamalis_gigas	best	23	0.2323	12	1.9166	137	12	137	0.02	-	3	4	42.9 (9.9,81.6)	0.0 (0.0,84.2)	N/A (N/A,N/A)	N/A (N/A,N/A)	39.8	39.8	0.02	0.008	0.024	0.329
hyaena_1000_human_15	2499633	2499633	2499633	13	0.01116	27.2	f	349	Proboscidea	Elephantidae	Mammuthus_primigenius	best	95	0.2722	31	3.0645	315	31	315	0.07	-	1	1	14.3 (0.4,57.9)	50.0 (1.3,98.7)	100.0 (2.5,100.0)	100.0 (2.5,100.0)	39.6	35.0	0.07	0.018	0.062	0.3
hyaena_1000_human_15	2499633	2499633	2499633	14	0.001198	17.9	f	42	Diprotodontia	Petauridae	Gymnobelideus_leadbeateri	best	16	0.3809	5	3.2000	85	5	85	0.01	-	0	1	N/A (N/A,N/A)	0.0 (0.0,97.5)	N/A (N/A,N/A)	N/A (N/A,N/A)	39.4	43.0	0.01	0.005	0.01	0.491
hyaena_1000_human_15	2499633	2499633	2499633	14	0.001888	28.9	f	165	Diprotodontia	Macropodidae	Macropus_giganteus	best	44	0.2666	20	2.2000	204	20	204	0.04	-	0	0	0.0 (0.0,70.8)	0.0 (0.0,41.0)	N/A (N/A,N/A)	N/A (N/A,N/A)	41.0	N/A	0.04	0.012	0.041	0.288
hyaena_1000_human_15	2499633	2499633	2499633	14	0.005372	24.6	f	1081	Primates	Hominidae	Homo_sapiens_subsp._'Denisova'	best	136	0.1258	50	2.7200	780	50	780	0.11	-	3	8	27.3 (6.0,61.0)	12.5 (0.3,52.7)	100.0 (2.5,100.0)	100.0 (2.5,100.0)	40.9	42.2	0.12	0.047	0.103	0.456
hyaena_1000_human_15	2499633	2499633	2499633	14	0.009589	35.9	f	5154	Carnivora	Ursidae	Ursus_thibetanus_formosanus	best	1437	0.2788	320	4.4906	1998	307	1931	0.69	-	18	36	13.4 (6.3,24.0)	15.3 (7.2,27.0)	N/A (N/A,N/A)	N/A (N/A,N/A)	42.7	43.8	0.8	0.117	0.506	0.231
hyaena_1000_human_15	2499633	2499633	2499633	15	0.003422	40.1	f	1614	Artiodactyla	Delphinidae	Lagenorhynchus_acutus	best	704	0.4361	95	7.4105	671	92	628	0.20	-	4	7	7.7 (0.2,36.0)	25.0 (5.5,57.2)	N/A (N/A,N/A)	N/A (N/A,N/A)	43.8	43.3	0.25	0.04	0.199	0.204
hyaena_1000_human_15	2499633	2499633	2499633	15	0.003795	17.6	f	278	Didelphimorphia	Didelphidae	Didelphis_imperfecta	best	49	0.1762	23	2.1304	273	23	273	0.05	-	0	1	0.0 (0.0,70.8)	0.0 (0.0,41.0)	N/A (N/A,N/A)	N/A (N/A,N/A)	43.8	45.0	0.05	0.015	0.05	0.315
hyaena_1000_human_15	2499633	2499633	2499633	15	0.01101	61.5	f	1814	Perissodactyla	Equidae	Equus_hemionus_kulan	best	1122	0.6185	146	7.6849	676	146	676	0.33	-	4	16	7.1 (0.9,23.5)	5.0 (0.6,16.9)	0.0 (0.0,97.5)	N/A (N/A,N/A)	42.8	44.7	0.38	0.041	0.286	0.144
hyaena_1000_human_15	2499633	2499633	2499633	16	0.001437	50.2	f	72	Diprotodontia	Potoroidae	Potorous_tridactylus	best	18	0.2500	9	2.0000	88	9	88	0.02	-	1	1	0.0 (0.0,84.2)	50.0 (1.3,98.7)	0.0 (0.0,97.5)	N/A (N/A,N/A)	37.2	37.0	0.01	0.005	0.017	0.3
hyaena_1000_human_15	2499633	2499633	2499633	16	0.001786	56.4	f	59	Peramelemorphia	Peroryctidae	Echymipera_rufescens_australis	best	3	0.0508	3	1.0000	54	3	54	0.00	-	0	0	0.0 (0.0,97.5)	0.0 (0.0,97.5)	N/A (N/A,N/A)	N/A (N/A,N/A)	39.0	N/A	0.0	0.003	0.006	0.524
hyaena_1000_human_15	2499633	2499633	2499633	16	0.002029	57.8	f	1077	Artiodactyla	Tragulidae	Tragulus_kanchil	best	188	0.1745	61	3.0819	377	61	377	0.13	-	2	6	13.3 (1.7,40.5)	0.0 (0.0,24.7)	N/A (N/A,N/A)	N/A (N/A,N/A)	40.5	42.5	0.15	0.023	0.124	0.184
hyaena_1000_human_15	2499633	2499633	2499633	16	0.002164	5.81	f	788	Rodentia	Dipodidae	Sicista_betulina	best	132	0.1675	39	3.3846	292	36	243	0.08	-	2	3	0.0 (0.0,45.9)	18.2 (2.3,51.8)	0.0 (0.0,84.2)	N/A (N/A,N/A)	41.0	44.3	0.09	0.017	0.082	0.216
hyaena_1000_human_15	2499633	2499633	2499633	16	0.002622	23.1	f	1412	Primates	Lemuridae	Eulemur_rubriventer	best	380	0.2691	94	4.0425	546	94	546	0.21	-	5	12	15.8 (3.4,39.6)	11.8 (1.5,36.4)	N/A (N/A,N/A)	0.0 (0.0,97.5)	43.0	44.2	0.23	0.031	0.184	0.169
hyaena_1000_human_15	2499633	2499633	2499633	17	0.001584	58.8	f	196	Peramelemorphia	Peramelidae	Isoodon_macrourus	best	39	0.1989	16	2.4375	128	16	128	0.03	-	0	0	0.0 (0.0,70.8)	0.0 (0.0,97.5)	N/A (N/A,N/A)	N/A (N/A,N/A)	38.8	N/A	0.03	0.007	0.032	0.237
hyaena_1000_human_15	2499633	2499633	2499633	17	0.001602	33.4	f	159	Tubulidentata	Orycteropodidae	Orycteropus_afer	best	193	1.2138	23	8.3913	156	23	156	0.05	-	2	4	25.0 (3.2,65.1)	0.0 (0.0,60.2)	N/A (N/A,N/A)	N/A (N/A,N/A)	48.2	55.0	0.06	0.009	0.055	0.166
hyaena_1000_human_15	2499633	2499633	2499633	17	0.001615	36.2	f	87	Chiroptera	Furipteridae	Furipterus_horrens	best	1	0.0114	1	1.0000	35	1	35	0.00	-	0	0	N/A (N/A,N/A)	N/A (N/A,N/A)	N/A (N/A,N/A)	N/A (N/A,N/A)	35.0	N/A	0.0	0.002	0.001	1.133
hyaena_1000_human_15	2499633	2499633	2499633	17	0.001637	57.4	f	109	Primates	Palaeopropithecidae	Palaeopropithecus_ingens	best	1	0.0091	1	1.0000	35	1	35	0.00	-	0	0	N/A (N/A,N/A)	N/A (N/A,N/A)	N/A (N/A,N/A)	N/A (N/A,N/A)	35.0	N/A	0.0	0.002	0.001	1.133
hyaena_1000_human_15	2499633	2499633	2499633	17	0.001701	33.2	f	69	Chiroptera	Mystacinidae	Mystacina_tuberculata	best	1	0.0144	1	1.0000	38	1	38	0.00	-	0	0	0.0 (0.0,97.5)	N/A (N/A,N/A)	N/A (N/A,N/A)	N/A (N/A,N/A)	38.0	N/A	0.0	0.002	0.001	1.133
hyaena_1000_human_15	2499633	2499633	2499633	17	0.001702	70.2	f	138	Artiodactyla	Pontoporiidae	Pontoporia_blainvillei	best	128	0.9275	23	5.5652	151	23	151	0.05	-	0	0	0.0 (0.0,84.2)	0.0 (0.0,28.5)	N/A (N/A,N/A)	N/A (N/A,N/A)	41.5	N/A	0.05	0.009	0.049	0.183
hyaena_1000_human_15	2499633	2499633	2499633	17	0.001871	77.0	f	1516	Lagomorpha	Ochotonidae	Ochotona_koslowi	best	216	0.1424	43	5.0232	204	43	204	0.09	-	0	2	0.0 (0.0,45.9)	0.0 (0.0,28.5)	N/A (N/A,N/A)	N/A (N/A,N/A)	39.0	39.5	0.09	0.012	0.083	0.144
hyaena_1000_human_15	2499633	2499633	2499633	17	0.002786	64.1	f	292	Artiodactyla	Monodontidae	Monodon_monoceros	best	114	0.3904	26	4.3846	119	26	119	0.05	-	1	3	12.5 (0.3,52.7)	0.0 (0.0,33.6)	N/A (N/A,N/A)	N/A (N/A,N/A)	42.8	46.3	0.06	0.007	0.058	0.124
hyaena_1000_human_15	2499633	2499633	2499633	17	0.008008	12.3	f	146	Artiodactyla	Platanistidae	Platanista_gangetica	best	88	0.6027	28	3.1428	274	28	274	0.06	-	2	4	20.0 (0.5,71.6)	10.0 (0.3,44.5)	N/A (N/A,N/A)	N/A (N/A,N/A)	44.2	37.0	0.07	0.016	0.064	0.259
hyaena_1000_human_15	2499633	2499633	2499633	18	0.001516	17.7	f	25	Chiroptera	Megadermatidae	Macroderma_gigas	best	1	0.0400	1	1.0000	35	1	35	0.00	-	0	0	N/A (N/A,N/A)	N/A (N/A,N/A)	N/A (N/A,N/A)	N/A (N/A,N/A)	35.0	N/A	0.0	0.002	0.001	1.133
hyaena_1000_human_15	2499633	2499633	2499633	18	0.001687	6.39	f	12	Rodentia	Capromyidae	Geocapromys_ingrahami	best	6	0.5000	3	2.0000	77	3	77	0.00	-	1	1	100.0 (2.5,100.0)	0.0 (0.0,97.5)	N/A (N/A,N/A)	N/A (N/A,N/A)	37.3	42.0	0.0	0.004	0.005	0.78
hyaena_1000_human_15	2499633	2499633	2499633	18	0.001713	139.0	f	150	Pilosa	Cyclopedidae	Cyclopes_didactylus	best	71	0.4733	14	5.0714	54	14	54	0.03	-	0	0	0.0 (0.0,97.5)	0.0 (0.0,97.5)	N/A (N/A,N/A)	N/A (N/A,N/A)	39.1	N/A	0.03	0.003	0.028	0.114
hyaena_1000_human_15	2499633	2499633	2499633	18	0.001877	1.28	f	13	Monotremata	Tachyglossidae	Tachyglossus_aculeatus	best	2	0.1538	2	1.0000	71	1	36	0.00	-	1	1	100.0 (2.5,100.0)	N/A (N/A,N/A)	N/A (N/A,N/A)	N/A (N/A,N/A)	36.0	36.0	0.0	0.004	0.003	1.134
hyaena_1000_human_15	2499633	2499633	2499633	18	0.002457	51.8	f	1226	Primates	Lepilemuridae	Lepilemur_septentrionalis	best	596	0.4861	118	5.0508	683	113	633	0.25	-	10	21	23.1 (9.0,43.6)	13.3 (3.8,30.7)	0.0 (0.0,70.8)	N/A (N/A,N/A)	44.8	44.0	0.31	0.04	0.24	0.167
hyaena_1000_human_15	2499633	2499633	2499633	18	0.002957	5.06	f	660	Lagomorpha	Leporidae	Lepus_hainanus	best	242	0.3666	77	3.1428	733	77	733	0.17	-	5	9	11.1 (1.4,34.7)	20.0 (4.3,48.1)	N/A (N/A,N/A)	N/A (N/A,N/A)	42.4	41.7	0.19	0.044	0.159	0.276
hyaena_1000_human_15	2499633	2499633	2499633	180	0.02515	59.9	f	9947	Carnivora	Eupleridae	Fossa_fossana	best	3395	0.3413	692	4.9060	3429	684	3416	1.54	-	41	86	12.4 (7.8,18.5)	14.6 (9.5,21.0)	20.0 (2.5,55.6)	33.3 (4.3,77.7)	47.1	49.0	1.94	0.204	0.82	0.249
hyaena_1000_human_15	2499633	2499633	2499633	19	0.001809	14.2	f	23	Rodentia	Myocastoridae	Myocastor_coypus	best	6	0.2608	3	2.0000	45	3	45	0.00	-	1	1	0.0 (0.0,97.5)	100.0 (2.5,100.0)	0.0 (0.0,97.5)	N/A (N/A,N/A)	40.0	37.0	0.0	0.002	0.006	0.426
hyaena_1000_human_15	2499633	2499633	2499633	19	0.00469	40.7	f	514	Artiodactyla	Phocoenidae	Phocoena_sinus	best	139	0.2704	60	2.3166	558	56	505	0.12	-	0	3	0.0 (0.0,36.9)	0.0 (0.0,33.6)	N/A (N/A,N/A)	N/A (N/A,N/A)	42.1	45.0	0.15	0.034	0.128	0.266
hyaena_1000_human_15	2499633	2499633	2499633	19	0.02414	47.4	f	1203	Primates	Atelidae	Alouatta_juara	best	597	0.4962	111	5.3783	480	111	480	0.25	-	3	13	11.5 (2.4,30.2)	0.0 (0.0,21.8)	N/A (N/A,N/A)	N/A (N/A,N/A)	48.0	55.0	0.32	0.028	0.247	0.117
hyaena_1000_human_15	2499633	2499633	2499633	20	0.001808	13.8	f	62	Paucituberculata	Caenolestidae	Rhyncholestes_raphanurus	best	17	0.2741	11	1.5454	104	11	104	0.02	-	1	1	0.0 (0.0,84.2)	20.0 (0.5,71.6)	N/A (N/A,N/A)	N/A (N/A,N/A)	40.5	35.0	0.02	0.006	0.023	0.267
hyaena_1000_human_15	2499633	2499633	2499633	20	0.00194	62.4	f	164	Chiroptera	Noctilionidae	Noctilio_leporinus	best	159	0.9695	34	4.6764	135	34	135	0.07	-	3	4	14.3 (1.8,42.8)	20.0 (0.5,71.6)	N/A (N/A,N/A)	N/A (N/A,N/A)	49.6	48.2	0.1	0.008	0.085	0.094
hyaena_1000_human_15	2499633	2499633	2499633	20	0.002047	10.1	f	49	Rodentia	Castoridae	Castor_canadensis	best	28	0.5714	13	2.1538	264	13	264	0.02	-	1	2	0.0 (0.0,84.2)	20.0 (0.5,71.6)	N/A (N/A,N/A)	N/A (N/A,N/A)	41.6	39.5	0.03	0.015	0.028	0.56
hyaena_1000_human_15	2499633	2499633	2499633	20	0.002055	59.1	f	241	Artiodactyla	Iniidae	Inia_geoffrensis	best	130	0.5394	47	2.7659	233	47	233	0.10	-	2	7	13.3 (1.7,40.5)	7.7 (0.2,36.0)	100.0 (2.5,100.0)	100.0 (2.5,100.0)	44.4	40.9	0.12	0.014	0.105	0.133
hyaena_1000_human_15	2499633	2499633	2499633	20	0.004456	48.3	f	600	Artiodactyla	Balaenopteridae	Balaenoptera_musculus	best	41	0.0683	24	1.7083	198	22	151	0.04	-	0	0	0.0 (0.0,84.2)	0.0 (0.0,41.0)	N/A (N/A,N/A)	N/A (N/A,N/A)	40.2	N/A	0.05	0.012	0.05	0.236
hyaena_1000_human_15	2499633	2499633	2499633	20	0.006673	39.7	f	5626	Primates	Cercopithecidae	Macaca_assamensis	best	1604	0.2851	367	4.3705	1419	353	1390	0.79	-	23	51	14.5 (7.7,23.9)	15.5 (8.0,26.0)	N/A (N/A,N/A)	0.0 (0.0,70.8)	44.9	45.1	0.99	0.085	0.585	0.146
hyaena_1000_human_15	2499633	2499633	2499633	20	0.00812	34.2	f	597	Carnivora	Ailuridae	Ailurus_fulgens	best	344	0.5762	73	4.7123	681	24	515	0.05	-	2	3	33.3 (4.3,77.7)	0.0 (0.0,41.0)	N/A (N/A,N/A)	N/A (N/A,N/A)	42.8	44.3	0.22	0.041	0.177	0.232
hyaena_1000_human_15	2499633	2499633	2499633	21	0.001709	33.8	f	48	Dasyuromorphia	Thylacinidae	Thylacinus_cynocephalus	best	3	0.0625	2	1.5000	43	0	0	0.00	-	0	0	N/A (N/A,N/A)	N/A (N/A,N/A)	N/A (N/A,N/A)	N/A (N/A,N/A)	N/A	N/A	0.0	0.002	0.003	0.625
hyaena_1000_human_15	2499633	2499633	2499633	21	0.00205	44.0	f	3164	Macroscelidea	Macroscelididae	Macroscelides_proboscideus	best	182	0.0575	72	2.5277	614	72	614	0.16	-	4	12	18.2 (2.3,51.8)	20.0 (2.5,55.6)	0.0 (0.0,97.5)	N/A (N/A,N/A)	41.0	40.7	0.17	0.036	0.144	0.254
hyaena_1000_human_15	2499633	2499633	2499633	22	0.001995	83.4	f	342	Pilosa	Bradypodidae	Bradypus_torquatus	best	303	0.8859	38	7.9736	165	38	165	0.08	-	3	8	0.0 (0.0,45.9)	20.0 (4.3,48.1)	0.0 (0.0,97.5)	N/A (N/A,N/A)	42.6	42.8	0.09	0.009	0.081	0.12
hyaena_1000_human_15	2499633	2499633	2499633	22	0.002109	23.8	f	419	Primates	Galagidae	Otolemur_crassicaudatus	best	334	0.7971	64	5.2187	367	64	367	0.14	-	4	13	18.2 (2.3,51.8)	11.8 (1.5,36.4)	0.0 (0.0,97.5)	0.0 (0.0,97.5)	43.8	40.2	0.16	0.021	0.136	0.159
hyaena_1000_human_15	2499633	2499633	2499633	22	0.002238	17.0	f	156	Rodentia	Platacanthomyidae	Typhlomys_cinereus	best	247	1.5833	30	8.2333	85	30	85	0.06	+	5	5	20.0 (0.5,71.6)	50.0 (15.7,84.3)	N/A (N/A,N/A)	0.0 (0.0,97.5)	48.5	49.0	0.09	0.005	0.081	0.069
hyaena_1000_human_15	2499633	2499633	2499633	22	0.003004	3.68	f	342	Artiodactyla	Hippopotamidae	Hippopotamus_amphibius	best	383	1.1198	78	4.9102	480	51	374	0.11	-	0	2	0.0 (0.0,60.2)	0.0 (0.0,23.2)	N/A (N/A,N/A)	N/A (N/A,N/A)	50.0	38.5	0.23	0.029	0.183	0.159
hyaena_1000_human_15	2499633	2499633	2499633	22	0.003015	44.1	f	396	Primates	Hylobatidae	Symphalangus_syndactylus	best	21	0.0530	17	1.2352	273	17	273	0.03	-	1	1	50.0 (1.3,98.7)	0.0 (0.0,70.8)	N/A (N/A,N/A)	N/A (N/A,N/A)	39.7	42.0	0.04	0.016	0.035	0.467
hyaena_1000_human_15	2499633	2499633	2499633	23	0.002778	19.0	f	448	Cingulata	Dasypodidae	Dasypus_kappleri	best	36	0.0803	17	2.1176	302	17	302	0.03	-	1	2	20.0 (0.5,71.6)	0.0 (0.0,70.8)	N/A (N/A,N/A)	N/A (N/A,N/A)	43.5	49.5	0.04	0.018	0.038	0.471
hyaena_1000_human_15	2499633	2499633	2499633	24	0.002131	22.7	f	56	Diprotodontia	Acrobatidae	Distoechurus_pennatus	best	65	1.1607	23	2.8260	124	23	124	0.05	-	2	3	28.6 (3.7,71.0)	0.0 (0.0,84.2)	N/A (N/A,N/A)	N/A (N/A,N/A)	41.2	38.3	0.05	0.007	0.048	0.152
hyaena_1000_human_15	2499633	2499633	2499633	24	0.002232	89.7	f	420	Rodentia	Heteromyidae	Dipodomys_spectabilis	best	112	0.2666	50	2.2400	395	50	395	0.11	-	1	5	10.0 (0.3,44.5)	8.3 (0.2,38.5)	100.0 (2.5,100.0)	100.0 (2.5,100.0)	42.1	48.6	0.12	0.024	0.107	0.224
hyaena_1000_human_15	2499633	2499633	2499633	24	0.002699	86.4	f	2205	Pholidota	Manidae	Manis_crassicaudata	best	832	0.3773	180	4.6222	979	180	979	0.40	-	12	21	21.2 (9.0,38.9)	18.5 (6.3,38.1)	0.0 (0.0,97.5)	0.0 (0.0,84.2)	46.1	47.1	0.5	0.059	0.356	0.165
hyaena_1000_human_15	2499633	2499633	2499633	24	0.002834	67.5	f	329	Diprotodontia	Phalangeridae	Phalanger_vestitus	best	107	0.3252	24	4.4583	158	24	158	0.05	-	1	2	0.0 (0.0,45.9)	25.0 (0.6,80.6)	N/A (N/A,N/A)	N/A (N/A,N/A)	39.8	35.5	0.06	0.01	0.053	0.192
hyaena_1000_human_15	2499633	2499633	2499633	24	0.004587	62.9	f	5300	Carnivora	Otariidae	Arctocephalus_pusillus	best	1396	0.2633	254	5.4960	1257	229	1144	0.51	+	17	42	14.0 (5.3,27.9)	19.3 (10.0,31.9)	0.0 (0.0,60.2)	0.0 (0.0,84.2)	45.4	45.3	0.69	0.075	0.457	0.165
hyaena_1000_human_15	2499633	2499633	2499633	24	0.007036	29.8	f	5137	Artiodactyla	Cervidae	Mazama_temama	best	575	0.1119	160	3.5937	1259	158	1211	0.35	-	14	25	20.5 (9.3,36.5)	17.6 (6.8,34.5)	0.0 (0.0,70.8)	N/A (N/A,N/A)	45.2	50.9	0.43	0.076	0.321	0.239
hyaena_1000_human_15	2499633	2499633	2499633	25	0.002341	65.5	f	243	Diprotodontia	Pseudocheiridae	Pseudocheirus_peregrinus	best	265	1.0905	37	7.1621	133	37	133	0.08	-	6	8	0.0 (0.0,41.0)	33.3 (13.3,59.0)	0.0 (0.0,97.5)	N/A (N/A,N/A)	41.1	39.1	0.09	0.008	0.08	0.103
hyaena_1000_human_15	2499633	2499633	2499633	25	0.002911	45.0	f	6397	Rodentia	Sciuridae	Sundasciurus_lowii	best	2236	0.3495	361	6.1939	1667	337	1621	0.76	-	17	37	18.5 (9.3,31.4)	8.5 (3.5,16.8)	0.0 (0.0,84.2)	0.0 (0.0,60.2)	44.6	49.0	1.0	0.102	0.589	0.173
hyaena_1000_human_15	2499633	2499633	2499633	25	0.005097	9.28	f	807	Primates	Tarsiidae	Tarsius_wallacei	best	161	0.1995	50	3.2200	534	50	534	0.11	-	5	10	25.0 (3.2,65.1)	18.8 (4.0,45.6)	0.0 (0.0,97.5)	0.0 (0.0,84.2)	48.6	48.1	0.14	0.031	0.118	0.265
hyaena_1000_human_15	2499633	2499633	2499633	25	0.006983	85.7	f	533	Artiodactyla	Giraffidae	Giraffa_camelopardalis	best	106	0.1988	44	2.4090	373	44	373	0.09	-	4	10	11.1 (0.3,48.2)	20.0 (4.3,48.1)	N/A (N/A,N/A)	N/A (N/A,N/A)	42.6	43.9	0.11	0.022	0.095	0.237
hyaena_1000_human_15	2499633	2499633	2499633	25	0.01094	16.4	f	912	Artiodactyla	Camelidae	Lama_guanicoe	best	569	0.6239	122	4.6639	707	122	707	0.27	-	6	18	13.3 (3.8,30.7)	10.5 (1.3,33.1)	0.0 (0.0,97.5)	0.0 (0.0,97.5)	47.0	43.2	0.34	0.042	0.262	0.161
hyaena_1000_human_15	2499633	2499633	2499633	26	0.003027	13.6	f	298	Artiodactyla	Physeteridae	Kogia_sima	best	70	0.2348	29	2.4137	425	29	425	0.06	-	2	4	0.0 (0.0,52.2)	28.6 (3.7,71.0)	N/A (N/A,N/A)	N/A (N/A,N/A)	48.1	54.8	0.08	0.025	0.072	0.358
